submission_date,product_id,product_name,product_brand,site_category_lv1,site_category_lv2,review_title,overall_rating,review_text,reviewer_birth_year,reviewer_gender,reviewer_state,chunks,valid_chunks
2018-01-01 06:35:10,14070781,Gerador De Energia À Gasolina 6000w 13hp Mg-6000cl Motomil,,Ferramentas e Jardim,Ferramentas Elétricas,??????????????????????,3,['nunca tão esperançoso receber produto porém ainda encontrar mão portanto prefiro avaliálo após chegada   att    amador'],1955.0,M,BA,"[""['nunca tão esperançoso receber produto porém"", 'porém ainda encontrar mão portanto prefiro', ""prefiro avaliálo após chegada   att    amador']""]","[""['nunca tão esperançoso receber produto porém"", 'porém ainda encontrar mão portanto prefiro', ""prefiro avaliálo após chegada   att    amador']""]"
2018-01-01 06:38:37,24334737,"Compressor De Ar 2,0hp 24 Litros Tekna 127V",,Ferramentas e Jardim,Compressores e Pistolas de Ar,a loja cancelou a compra,1,['loja ruim cancelar compra solicitaçao cancelamento comunicar cliente'],1982.0,M,RO,"[""['loja ruim cancelar compra solicitaçao"", ""cancelamento comunicar cliente']""]","[""['loja ruim cancelar compra solicitaçao""]"
2018-01-01 06:38:56,27525626,Mini Boneca Supresa - LOL - Lil Outrageous Littles - Série 2 - Candide,,Brinquedos,Bonecas,Ótimo!!,5,['recomendar produto original tudo ok entregar dentro de o prazo prometer'],1977.0,M,SP,"[""['recomendar produto original tudo ok entregar"", ""entregar dentro de o prazo prometer']""]","[""['recomendar produto original tudo ok entregar"", ""entregar dentro de o prazo prometer']""]"
2018-01-01 06:39:32,121639169,Skate Street Semiprofissional Shaun White - Estampado,shaun white,Esporte e Lazer,Skate,Qualidade e beleza,4,['produto bom shape resistente bonito truck qualidade Macio'],1975.0,M,SP,"[""['produto bom shape resistente bonito truck"", ""truck qualidade Macio']""]","[""['produto bom shape resistente bonito truck""]"
2018-01-01 06:40:44,21825270,Tenda Gazebo 3x3 M - Azul - Bel Fix,,Móveis,,Não recebí o produto,1,['hoje recebí produto recomendar loja pra ninguém presente natalpéssimo atendimento nenhum esforço de o atendete melhorar entregatô de esse loja'],1956.0,F,RJ,"[""['hoje recebí produto recomendar loja pra ninguém"", 'ninguém presente natalpéssimo atendimento nenhum', 'nenhum esforço de o atendete melhorar entregatô', ""entregatô de esse loja']""]","[""['hoje recebí produto recomendar loja pra ninguém"", 'ninguém presente natalpéssimo atendimento nenhum', 'nenhum esforço de o atendete melhorar entregatô']"
2018-01-01 06:41:33,18237960,Torneira Monocomando Baixa De Vidro Waterfall Cascata,,Casa e Construção,Ferragem,Torneira de vidro,4,['bom produto fácil instalação bonito moderno'],1974.0,M,SP,"[""['bom produto fácil instalação bonito moderno']""]","[""['bom produto fácil instalação bonito moderno']""]"
2018-01-01 06:42:09,110757661,Mixer Britânia Mixer e Triturador de Alimentos 2 Preto 200W 2 Velocidades 1 Batedor 1 Mixer com Recipiente e Copo,britania,Eletroportáteis,Mixer e Processador de Alimentos,Maravilhoso,5,['pequeno compacto muitoooooooo eficiente ameiiiiiiii recomer'],1976.0,F,SP,"[""['pequeno compacto muitoooooooo eficiente"", ""eficiente ameiiiiiiii recomer']""]",[]
2018-01-01 06:43:01,132532885,Game Forza Motorsport 7 - Xbox One,,Games,Xbox One,Top!,4,['bom produto original recomendar todo poder comprar prazo entrega dentro de o esperar preço atrativo parabéns americana farei compra futuro'],1984.0,M,MG,"[""['bom produto original recomendar todo poder"", 'poder comprar prazo entrega dentro de o esperar', 'o esperar preço atrativo parabéns americana farei', ""farei compra futuro']""]","[""['bom produto original recomendar todo poder"", 'poder comprar prazo entrega dentro de o esperar', 'o esperar preço atrativo parabéns americana farei']"
2018-01-01 06:43:55,132324701,Batedeira Planetaria Philco Php500 Turbo Pr - Preto,,Eletroportáteis,Batedeira e Acessórios,Otimo produto,5,['super bonito potente   demorar chegar   preço otimo   recomer'],1993.0,M,RS,"[""['super bonito potente   demorar chegar   preço"", ""preço otimo   recomer']""]","[""['super bonito potente   demorar chegar   preço""]"
2018-01-01 06:44:31,5190659,Whisky Ballantine's Finest - 1L,ballantine´s,Alimentos e Bebidas,Bebidas Alcoólicas,Excelente produto,5,['bom principalmente prazo entrega qualidade em o envio de o produto'],1962.0,M,MG,"[""['bom principalmente prazo entrega qualidade em o"", ""em o envio de o produto']""]","[""['bom principalmente prazo entrega qualidade em o"", ""em o envio de o produto']""]"
2018-01-01 06:45:09,25360355,"Tapetes De Sala Peludos 2,00x2,40 Cinza Mesclado Luxo, Felpudo.",,"Cama, Mesa e Banho",Tapetes,Produto show!,4,['tapete suave a o toque por o sedoso cor mesclar dar ar maravilhoso a o ambiente'],1956.0,F,SP,"[""['tapete suave a o toque por o sedoso cor mesclar"", ""mesclar dar ar maravilhoso a o ambiente']""]","[""['tapete suave a o toque por o sedoso cor mesclar"", ""mesclar dar ar maravilhoso a o ambiente']""]"
2018-01-01 06:45:25,5700608,Carro Extreme c/ Rádio Controle 7 Funções 1:22 Azul - Candide,candide,Brinquedos,Brinquedos de Controle Remoto,Bateria dura 5 minutos,1,['procur carrinho bateria ficar livre de o pilha bateria demor carregar durar   minuto presente natal frustação   recomer brinquedo'],1974.0,F,SP,"[""['procur carrinho bateria ficar livre de o pilha"", 'o pilha bateria demor carregar durar   minuto', 'minuto presente natal frustação   recomer', ""recomer brinquedo']""]","[""['procur carrinho bateria ficar livre de o pilha"", 'o pilha bateria demor carregar durar   minuto', 'minuto presente natal frustação   recomer']"
2018-01-01 06:46:15,16302400,Cafeteira Italiana Em Inox  9 Xícaras Kehome,,Eletroportáteis,Cafeteira,terrível,1,['além vazar po em o café jarra escurecer   péssimo qualidade   tomar café po em o de o né'],1961.0,M,SP,"[""['além vazar po em o café jarra escurecer"", 'péssimo qualidade   tomar café po em o de o', ""em o de o né']""]","[""['além vazar po em o café jarra escurecer"", 'péssimo qualidade   tomar café po em o de o', ""em o de o né']""]"
2018-01-01 06:46:52,25196807,Boneco Falcon Turbocóptero - Estrela,,Brinquedos,Bonecos,Recomendo,5,['produto bom atender a o propor xxxxxxxxxx xxxxccccxxxxx ososoosososososiisisizizizi ososoosososiz'],1976.0,M,RJ,"[""['produto bom atender a o propor xxxxxxxxxx"", 'xxxxccccxxxxx ososoosososososiisisizizizi', ""ososoosososiz']""]","[""['produto bom atender a o propor xxxxxxxxxx""]"
2018-01-01 06:47:42,14284347,Fone Ouvido Sem Fio Favix B01 Bluetooth Fm Sd Card Fx-b01 Hi-Wi Mega Bass,,Áudio,Fones de Ouvido,Péssima qualidade,1,['primeiro vez uso guardar fone em o caixa espuminha sair de o fone pra colocar em o lugar levar tempo'],1961.0,M,SP,"[""['primeiro vez uso guardar fone em o caixa"", 'o caixa espuminha sair de o fone pra colocar em o', ""em o lugar levar tempo']""]","[""['primeiro vez uso guardar fone em o caixa"", 'o caixa espuminha sair de o fone pra colocar em o', ""em o lugar levar tempo']""]"
2018-01-01 06:48:31,131657539,"Smartphone Samsung Galaxy J2 Prime TV Dual Chip Android 6.0 Tela 5"" Quad-Core 1.4 GHz 16GB 4G Câmera 8MP - Preto",samsung,Celulares e Smartphones,Smartphone,Muito satisfeito,4,['recomendar tanto produto quanto loja produto conforme anunciar entregar antes de o prazo previstomuito bom'],1977.0,M,RS,"[""['recomendar tanto produto quanto loja produto"", 'produto conforme anunciar entregar antes de o', ""de o prazo previstomuito bom']""]","[""['recomendar tanto produto quanto loja produto"", 'produto conforme anunciar entregar antes de o', ""de o prazo previstomuito bom']""]"
2018-01-01 06:49:07,7022551,Cafeteira Expresso Mondial Espresso Coffee Cream C-08 Preta 15 Bar,mondial,Eletroportáteis,Cafeteira,Não pude testar ainda.,3,['recebir produto ainda devido a o feriado de o passagem ano produto chegar ainda mão'],1966.0,M,SC,"[""['recebir produto ainda devido a o feriado de o"", ""de o passagem ano produto chegar ainda mão']""]","[""['recebir produto ainda devido a o feriado de o"", ""de o passagem ano produto chegar ainda mão']""]"
2018-01-01 06:49:25,123298556,Pen Drive 32GB Sandisk Ultra Dual Drive USB 3.0 - Preto,sandisk,Informática e Acessórios,Pen Drive,A imagem não condiz com o produto,3,['comprar pen drive imagem condizr produto vir outro modelo'],1978.0,F,BA,"[""['comprar pen drive imagem condizr produto vir"", ""vir outro modelo']""]","[""['comprar pen drive imagem condizr produto vir""]"
2018-01-01 06:49:28,125768072,"Smartphone Samsung Galaxy J1 Mini Dual Chip Android 5.1 Tela 4"" 8GB 3G Wi-Fi Câmera 5MP - Preto",samsung,Celulares e Smartphones,Smartphone,nao posso avaliar o que nao recebi,1,['ainda recebir pedido irresponsabilidade de o loja colocar entregar ainda nao recebir nada'],1984.0,M,PE,"[""['ainda recebir pedido irresponsabilidade de o"", 'de o loja colocar entregar ainda nao recebir', ""recebir nada']""]","[""['ainda recebir pedido irresponsabilidade de o"", 'de o loja colocar entregar ainda nao recebir']"
2018-01-01 06:50:51,121714561,Robô Aspirador de Pó Ropo Glass Limpeza Programável com Controle Remoto Preto,ropo,Eletroportáteis,Aspirador e Vassoura Elétrica,Cumpre o prometido,5,['ropo cumprir prometer dever dar atenção a o uso de o bateria prolongar vida útil de o'],1987.0,M,MS,"[""['ropo cumprir prometer dever dar atenção a o uso"", ""a o uso de o bateria prolongar vida útil de o']""]","[""['ropo cumprir prometer dever dar atenção a o uso"", ""a o uso de o bateria prolongar vida útil de o']""]"
2018-01-01 06:51:09,18442566,Modelador de Cachos - Preto,,Beleza e Perfumaria,Cabelo,excelente,5,['excelente produto esquentar dar formato desejar adorar recomer'],1958.0,F,RJ,"[""['excelente produto esquentar dar formato desejar"", ""desejar adorar recomer']""]","[""['excelente produto esquentar dar formato desejar""]"
2018-01-01 06:52:44,16087042,Protetor De Sofá Manu Para 2 E 3 Lugares Dupla Face Tecido Microfibra - Caqui/Marrom,,"Cama, Mesa e Banho",Mantas e Capas pra Sofá,O que achei,3,['básico gostar menos    aparência de o propaganda retratar produto'],1957.0,M,SP,"[""['básico gostar menos    aparência de o propaganda"", ""retratar produto']""]","[""['básico gostar menos    aparência de o propaganda""]"
2018-01-01 06:52:58,110757661,Mixer Britânia Mixer e Triturador de Alimentos 2 Preto 200W 2 Velocidades 1 Batedor 1 Mixer com Recipiente e Copo,britania,Eletroportáteis,Mixer e Processador de Alimentos,Bom produto,3,['bom produto   feliz semana   cheio amor   alegria grande realização'],1964.0,F,MG,"[""['bom produto   feliz semana   cheio amor"", ""amor   alegria grande realização']""]","[""['bom produto   feliz semana   cheio amor""]"
2018-01-01 06:53:13,12317242,Capa De Banco Para Moto Termica Impermeavel Ventilada Motocicleta Cor Preta (Q-80150 ),,Automotivo,Peças para Motos,excelente produto,4,['adorar recomer todo perfeito proteção moto detalhar produto chegar antes de o prazo perfeito proteger continuar impermeável super recomer ha detalhe marido querer comprar pra'],1974.0,F,RJ,"[""['adorar recomer todo perfeito proteção moto"", 'moto detalhar produto chegar antes de o prazo', 'o prazo perfeito proteger continuar impermeável', 'super recomer ha detalhe marido querer comprar', ""comprar pra']""]","[""['adorar recomer todo perfeito proteção moto"", 'moto detalhar produto chegar antes de o prazo', 'o prazo perfeito proteger continuar impermeável', 'super recomer ha detalhe marido querer comprar']"
2018-01-01 06:54:00,7344163,Purificador de Água Polar WP1000B/WP2000B Eletrônico Branco,polar,Eletroportáteis,Bebedouro e Purificador de Água,produto de ótima qualidade.,4,['bom produtogela em o medida certafácil entalação'],1970.0,F,SP,"[""['bom produtogela em o medida certafácil"", ""entalação']""]","[""['bom produtogela em o medida certafácil""]"
2018-01-01 06:54:00,28037270,Mini Filmadora HD 1080P Resistente Esportes Prova D' Água 30m USB,,Câmeras e Filmadoras,Câmera Digital,Acessórios do anúncio não vem com a câmera,1,['câmerar ter wifi anunciar todo acessório constar em o descrição em o foto vir câmera'],1962.0,M,SP,"[""['câmerar ter wifi anunciar todo acessório constar"", ""constar em o descrição em o foto vir câmera']""]","[""['câmerar ter wifi anunciar todo acessório constar"", ""constar em o descrição em o foto vir câmera']""]"
2018-01-01 06:54:48,132220822,"Smartphone Motorola Moto Z2 Play Dual Chip Android 7.1.1 Nougat Tela 5,5"" Octa-Core 2.2 GHz 64GB Câmera 12MP - Ouro",motorola,Celulares e Smartphones,Smartphone,Excelente produto.,5,['celular fantástico rápido capacidade levar tirar foto alto qualidade fácil usar'],1981.0,M,SP,"[""['celular fantástico rápido capacidade levar tirar"", ""tirar foto alto qualidade fácil usar']""]","[""['celular fantástico rápido capacidade levar tirar"", ""tirar foto alto qualidade fácil usar']""]"
2018-01-01 06:57:36,21821920,Kit Com 10 Lâmpadas Super Led 9w Branco Frio Bulbo Bivolt 110/220v E27,,Casa e Construção,Iluminação,De acordo com a descrição,4,['produto entregar dentro de o prazo acordo descrição recomer todo funcionar perfeitamente'],1986.0,M,MG,"[""['produto entregar dentro de o prazo acordo"", 'acordo descrição recomer todo funcionar', ""funcionar perfeitamente']""]","[""['produto entregar dentro de o prazo acordo"", 'acordo descrição recomer todo funcionar']"
2018-01-01 06:57:49,25763748,Dvd - Guardiões Da Galáxia - Vol. 2,,Filmes e Séries,Aventura,Dvd - Guardiões Da Galáxia - Vol. 2,5,['excelente excelente excelente excelente excelente excelente   excelente excelente excelente excelente excelente excelente   excelente excelente excelente excelente excelente excelente   excelente excele nte excelente excelente excelente excelente   excelente excelente excelente excelente excelente excelente'],1964.0,M,PR,"[""['excelente excelente excelente excelente"", 'excelente excelente excelente   excelente', 'excelente excelente excelente excelente excelente', 'excelente excelente   excelente excelente', 'excelente excelente excelente excelente excelente', 'excelente   excelente excele nte excelente', 'excelente excelente excelente excelente', 'excelente excelente excelente excelente', ""excelente excelente excelente']""]","['excelente excelente excelente excelente excelente', 'excelente   excelente excele nte excelente']"
2018-01-01 06:57:56,27681992,Esfregão Mop de Limpeza Giratório com Balde Verde Água + 2 Refis MOP8210 - Flash Limp,,Utilidades Domésticas,Utensílios e Acessórios Domésticos,Cumpre o que promete.,4,['produto bom ter problema entrega em o site marcar prazo cumprir   dia la entrar contato comigo perguntar ainda querer produto recebir produto   dia portanto recomendar produto recomendar la vc querer passar raiva'],1962.0,F,MG,"[""['produto bom ter problema entrega em o site"", 'em o site marcar prazo cumprir   dia la entrar', 'la entrar contato comigo perguntar ainda querer', 'querer produto recebir produto   dia portanto', 'portanto recomendar produto recomendar la vc', ""la vc querer passar raiva']""]","[""['produto bom ter problema entrega em o site"", 'em o site marcar prazo cumprir   dia la entrar', 'la entrar contato comigo perguntar ainda querer', 'querer produto recebir produto   dia portanto', 'portanto recomendar produto recomendar la vc', ""la vc querer passar raiva']""]"
2018-01-01 06:58:20,119757799,Micro-ondas Electrolux MTD30 20 Litros Branco,electrolux,Eletrodomésticos,Micro-ondas,"Apesar de estar usando a pouco tempo, vem atendendo o esperado!",3,['produto sempre entregar antes de o prazo parabéns americanascom por o agilidade'],1975.0,M,RJ,"[""['produto sempre entregar antes de o prazo"", ""o prazo parabéns americanascom por o agilidade']""]","[""['produto sempre entregar antes de o prazo"", ""o prazo parabéns americanascom por o agilidade']""]"
2018-01-01 06:58:22,132360745,"Smart TV LED 43"" Philips 43PUG6102/78 Ultra HD 4k com Conversor Digital 4 HDMI 2 USB Wi-Fi 60hz Preta",,TV e Home Theater,TV,Facil de se usar,4,['autoprogramar facilitar ter dificuldade informatica apenas audio todo tvs samsung baixo ruim segundo tv samsung infelizmente audio deixar desejar'],1976.0,F,ES,"[""['autoprogramar facilitar ter dificuldade"", 'informatica apenas audio todo tvs samsung baixo', 'baixo ruim segundo tv samsung infelizmente audio', ""audio deixar desejar']""]","['informatica apenas audio todo tvs samsung baixo', 'baixo ruim segundo tv samsung infelizmente audio']"
2018-01-01 06:58:39,118084238,Adega de Vinhos Philco 16 Garrafas PH16E,philco,Eletrodomésticos,Adega Climatizada,Aprovado,4,['bom custo beneficio tamanho ideal silencioso manter temperatura'],1982.0,M,SP,"[""['bom custo beneficio tamanho ideal silencioso"", ""manter temperatura']""]","[""['bom custo beneficio tamanho ideal silencioso""]"
2018-01-01 06:58:41,8596380,Travesseiro De Molas Cervical Com Gomos Massageadores - Duoflex,,"Cama, Mesa e Banho",Travesseiros,Travesseiro de Molas Cervical,4,['antes travesseiro comum acordar dor em o pescoço passar pra cabeça agora acordo dor produto bom pra parabém recomer'],1961.0,M,SP,"[""['antes travesseiro comum acordar dor em o pescoço"", 'o pescoço passar pra cabeça agora acordo dor', ""dor produto bom pra parabém recomer']""]","[""['antes travesseiro comum acordar dor em o pescoço"", 'o pescoço passar pra cabeça agora acordo dor', ""dor produto bom pra parabém recomer']""]"
2018-01-01 06:59:06,119465323,Cafeteira Expresso Arno Nescafé Dolce Gusto Mini Me 15 Bar Automática - Preto,arno,Eletroportáteis,Cafeteira,Produto maravilhoso,4,['produto ótima qualidadefácil usar vale pena'],1981.0,F,SP,"[""['produto ótima qualidadefácil usar vale pena']""]","[""['produto ótima qualidadefácil usar vale pena']""]"
2018-01-01 07:00:46,25668212,Oculos Lupa Cabeça 8 Lentes 2 Leds Alto Brilho para Ourives,,Papelaria,Luminárias e Acessórios para Leitura,é legal,4,['bacano gente ter aproximar de o peça atrapalhar executar solda ex'],1951.0,M,PE,"[""['bacano gente ter aproximar de o peça atrapalhar"", ""executar solda ex']""]","[""['bacano gente ter aproximar de o peça atrapalhar""]"
2018-01-01 07:02:13,132246803,Game PES 2017 - XBOX 360,,Games,Xbox One,Formidável,5,['bom cada ano jogabilidade ficar parecido real'],1984.0,M,SP,"[""['bom cada ano jogabilidade ficar parecido real']""]","[""['bom cada ano jogabilidade ficar parecido real']""]"
2018-01-01 07:02:30,22562178,Copo Acrílico Com Canudo 500ml Rocie,,Utilidades Domésticas,"Copos, Taças e Canecas",Avaliações falsas,1,['bom achar anúncio pois saber dar pra fazer falso avaliação sobre produto fazer americana percar confiabilidade a o ver onde copo barato péssimo'],1985.0,M,RJ,"[""['bom achar anúncio pois saber dar pra fazer falso"", 'falso avaliação sobre produto fazer americana', 'americana percar confiabilidade a o ver onde copo', ""onde copo barato péssimo']""]","[""['bom achar anúncio pois saber dar pra fazer falso"", 'falso avaliação sobre produto fazer americana', 'americana percar confiabilidade a o ver onde copo']"
2018-01-01 07:03:22,28038171,Beerus - Dragon Ball Z - Tamashii Buddies - Bandai,,Brinquedos,Bonecos,Gostei muito do Produto,5,['bom produto colecionadormuito bonito bom fabricante excelente'],1981.0,F,SP,"[""['bom produto colecionadormuito bonito bom"", ""bom fabricante excelente']""]","[""['bom produto colecionadormuito bonito bom""]"
2018-01-01 07:03:25,25669947,Tapete Carpete Hyundai Creta 2017 Preto,,Automotivo,,gostei muito do produto,3,['gostar de o produto gostar de o produto gostar de o produto'],1958.0,M,SP,"[""['gostar de o produto gostar de o produto gostar"", ""gostar de o produto']""]","[""['gostar de o produto gostar de o produto gostar""]"
